Product_Name,price,Stars,Reviews,Ratings,Specifications
"Redmi Note 4 (Gold, 64 GB)",₹10999,4.4,"2,13,567 Reviews","13,41,897 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 5 (Rose Gold, 32 GB)",₹10999,4.4,"43,418 Reviews","3,54,746 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera , 5MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 4 (Black, 32 GB)",₹10999,4.4,"1,11,312 Reviews","6,43,304 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Lenovo K8 Plus (Fine Gold, 32 GB)",₹10999,4.1,"51,673 Reviews","3,07,536 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display13MP + 5MP , 8MP Front Camera4000 mAh BatteryMediaTek MTK Helio P25 Octa Core 2.5 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 7 (Onyx Black, 32 GB)",₹9999,4.4,"14,280 Reviews","1,44,020 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 2MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"LG Q60 (Blue, 64 GB)",₹9749,4.1,7 Reviews,62 Ratings,"3 GB RAM , 64 GB ROM15.9 cm (6.26 inch) Display16MP Rear Camera3500 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"REDMI 9 Prime (Sunrise Flare, 128 GB)",₹13150,4.4,"8,369 Reviews","1,24,127 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP Rear Camera , 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty"
"GIONEE F103 Pro (Gold, 16 GB)",₹10999,3.9,616 Reviews,"3,293 Ratings","3 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2400 mAh Li-Polymer BatteryMediatek MT6735 Quad Core 1.3GHz ProcessorBrand Warranty of 1 Year"
"Infinix Note 5 (Berlin Gray, 64 GB)",₹12999,4.2,"1,141 Reviews","8,691 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera , 16MP Front Camera4500 mAh Li-ion Polymer BatteryMediatek helio P23 Octa core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno POVA (Speed Purple, 128 GB)",₹13398,4.2,140 Reviews,"1,227 Ratings","6 GB RAM , 128 GB ROM , Expandable Upto 256 GB17.27 cm (6.8 inch) HD+ Display16MP + 2MP + 2MP + AI Lens Quad Camera , 8MP Front Camera6000 mAh Li-ion Polymer BatteryMediaTek Helio G80 Processor12+1 Months Warranty"
"Redmi Note 7 (Sapphire Blue, 64 GB)",₹12999,4.5,"16,591 Reviews","1,78,533 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 2MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno Camon i Click (Midnight Black, 64 GB)",₹12985,4.1,4 Reviews,43 Ratings,"4 GB RAM , 64 GB ROM15.24 cm (6 inch) Display16MP Rear Camera3750 mAh Battery12 month warranty provided by the manufacturer from date of purchase"
"Redmi Note 7 (Onyx Black, 64 GB)",₹12999,4.5,"16,591 Reviews","1,78,533 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 2MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 7 (Ruby Red, 64 GB)",₹12999,4.5,"16,591 Reviews","1,78,533 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 2MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy A12 (White, 64 GB)",₹13999,4.2,173 Reviews,"1,952 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 5MP + 2MP + 2MP , 8MP Front Camera5000 mAh BatteryMediatek Helio P35 (MT6765) Processor1 Year Warranty Provided by the Manufacturer From Date of Purchase"
"OPPO A37f (Gold, 16 GB)",₹6499,4.2,"1,947 Reviews","11,463 Ratings","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera , 5MP Front Camera2630 mAh BatteryQualcomm Snapdragon 410 Quad Core 1.2GHz Processor1 Year Manufacturer Warranty"
"Redmi Note 6 Pro (Blue, 64 GB)",₹12280,4.5,"11,013 Reviews","1,26,903 Ratings","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP , 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno Camon I Click 2 (Midnight Black, 64 GB)",₹10990,4.2,64 Reviews,624 Ratings,"4 GB RAM , 64 GB ROM , Expandable Upto 128 GB15.75 cm (6.2 inch) Display13MP + 5MP , 24MP Front Camera3750 mAh Battery12+1 month warranty provided by the manufacture"
"Alcatel 3V (Spectrum Blue, 32 GB)",₹10999,3.7,366 Reviews,"2,071 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB15.24 cm (6 inch) Full HD+ Display16MP + 5MP , 8MP Front Camera3000 mAh BatteryMT8735A A53 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"ViVO Y91i (Fusion Black, 16 GB)",₹8999,4.3,"2,863 Reviews","40,809 Ratings","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP Rear Camera , 5MP Front Camera4030 mAh Li-ion BatteryMTK Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 6 Pro (Black, 64 GB)",₹12999,4.5,"53,842 Reviews","6,25,558 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP , 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno Camon I Air 2+ (Midnight Black, 32 GB)",₹10299,4.2,11 Reviews,91 Ratings,"2 GB RAM , 32 GB ROM , Expandable Upto 128 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera3750 mAh Battery12+1 Month Warranty Provided by the Manufacturer"
"Mi A2 (Black, 64 GB)",₹14249,4.2,"2,914 Reviews","34,488 Ratings","4 GB RAM , 64 GB ROM15.21 cm (5.99 inch) Full HD+ Display20MP + 12MP , 20MP Front Camera3010 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories"
"ASUS Zenfone Selfie (Silver, 16 GB)",₹14999,3.9,897 Reviews,"6,694 Ratings","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 13MP Front Camera3000 mAh Li-Polymer BatteryQualcomm Snapdragon 615 MSM8939 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"GIONEE A1 Lite (Black, 32 GB)",₹11499,3.9,"2,458 Reviews","22,189 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.46 cm (5.3 inch) HD Display13MP Rear Camera , 20MP Front Camera4000 mAh BatteryMT6753V/WA ProcessorFingerprintBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"ViVO Y30 (Dazzle Blue, 128 GB)",₹14970,4.3,726 Reviews,"13,632 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.43 cm (6.47 inch) HD+ Display13MP + 8MP + 2MP + 2MP , 8MP Front Camera5000 mAh Lithium-ion BatteryMediaTek Helio P35 Processor1 Year for Device and 6 Months for In-box Accessories"
"SAMSUNG Galaxy A12 (Blue, 128 GB)",₹14999,4.2,173 Reviews,"1,952 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 5MP + 2MP + 2MP , 8MP Front Camera5000 mAh BatteryMediatek Helio P35 (MT6765) Processor1 Year Warranty Provided by the Manufacturer From Date of Purchase"
"Infinix Hot S3X (Tradew Gray, 32 GB)",₹10999,4.2,"2,609 Reviews","17,481 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 16MP Front Camera4000 mAh Li-ion Polymer BatteryQualcomm Snapdragon Octa-core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Honor 10 Lite (Midnight Black, 32 GB)",₹13999,4.4,"2,852 Reviews","28,325 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) Full HD+ Display13MP + 2MP , 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable"
"Lenovo K8 (Fine Gold, 32 GB)",₹11499,4.1,353 Reviews,"2,639 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) HD Display13MP Rear Camera , 8MP Front Camera4000 mAh BatteryMTK P20 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"YU Yureka Note (Black, 16 GB)",₹14999,3.5,"1,197 Reviews","6,894 Ratings","3 GB RAM , 16 GB ROM , Expandable Upto 32 GB15.24 cm (6 inch) Full HD Display13MP Rear Camera , 8MP Front Camera4000 mAh Li-Polymer BatteryMediatek MT6753T Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Honor 7C (Blue, 32 GB)",₹12999,4.2,82 Reviews,889 Ratings,"3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) Display13MP + 2MP , 8MP Front Camera3000 mAh BatteryQualcomm SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A5 2020 (Mirror Black, 64 GB)",₹13999,4.4,237 Reviews,"2,945 Ratings","3 GB RAM , 64 GB ROM16.51 cm (6.5 inch) Display12MP + 8MP + 2MP + 2MP , 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"MI3 (Metallic Grey, 16 GB)",₹13999,4.4,"5,128 Reviews","15,254 Ratings","2 GB RAM , 16 GB ROM12.7 cm (5 inch) Full HD Display13MP Rear Camera , 2MP Front Camera3050 mAh Li-Ion Batteryqualcomm Qualcomm Snapdragon 800 8274AB Quad Core 2.3GHz Processor1 Year for Mobile & 6 Months for Accessories"
"LG Optimus L70 (Black, 4 GB)",₹12791,4,17 Reviews,81 Ratings,"1 GB RAM , 4 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) WVGA Display5MP Rear Camera , 0.3MP Front Camera2100 mAh Li-Ion BatterySnapdragon Processor1 Year Manufacturer Warranty"
"Tecno Camon 15 (Fascinating Purple, 64 GB)",₹11499,4.2,"1,164 Reviews","12,299 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.64 cm (6.55 inch) HD+ Display48MP + 2MP + 2MP + QVGA Rear Camera , 16MP Front Camera5000 mAh Li-ion Polymer Battery BatteryHelio P22 MT6762 ProcessorBrand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement"
"GIONEE M7 Power (Blue, 64 GB)",₹10450,4.1,407 Reviews,"3,081 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display13MP Rear Camera , 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon MSM8940 64-bit ProcessorBrand Warranty of 1 Year"
"Tecno Camon I Twin (Gold, 32 GB)",₹8500,4.3,8 Reviews,137 Ratings,"3 GB RAM , 32 GB ROM15.24 cm (6 inch) Display13MP Rear Camera , 2MP Dual Front Camera4000 mAh Battery1 Year Brand Warranty"
"Honor 9N (Robin Egg Blue, 32 GB)",₹12500,4.4,"22,069 Reviews","2,32,015 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP , 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
"OPPO A37f (Grey, 16 GB)",₹10000,4.2,"1,947 Reviews","11,463 Ratings","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera , 5MP Front Camera2630 mAh BatteryQualcomm Snapdragon 410 Quad Core 1.2GHz ProcessorBrand Warranty of 1 Year"
"GIONEE F103 Pro (Grey, 16 GB)",₹6990,3.9,616 Reviews,"3,293 Ratings","3 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2400 mAh Li-Polymer BatteryMT6735 ProcessorBrand Warranty of 1 Year"
"Redmi Note 7 Pro (Red, 64 GB)",₹14999,4.5,"72,867 Reviews","8,46,525 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Micromax Canvas Night Cameo (White, 1 GB)",₹12000,3.8,1 Reviews,5 Ratings,"1 GB RAM , 1 GB ROM , Expandable Upto 8 GB12.09 cm (4.76 inch) HD Display8MP Rear Camera , 5MP Front Camera2000 mAh Li-Ion Batterytru octa core Processor1 Year Manufacturer Warranty"
"Nokia 5.3 (CYAN, 64 GB)",₹11999,3.4,13 Reviews,136 Ratings,"4 GB RAM , 64 GB ROM16.64 cm (6.55 inch) HD+ Display13MP Rear Camera4000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Excluding Battery"
"ViVO Y81 (Gold, 32 GB)",₹12900,4.4,"3,486 Reviews","58,349 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.49 cm (6.1 inch) HD+ Display13MP Rear Camera , 5MP Front Camera3260 mAh Li-ion BatteryMT6762 Octa Core (Helio P22) ProcessorBrand Warranty 1 Year of Mobile"
"SAMSUNG Galaxy A20s (Black, 64 GB)",₹14900,4.3,88 Reviews,"1,152 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.51 cm (6.5 inch) HD+ Display13MP + 8MP + 5MP , 8MP Front Camera4000 mAh Lithium Ion BatteryQualcomm SDM450-B01 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A83 (Champagne, 32 GB)",₹14995,4.4,256 Reviews,"1,992 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.48 cm (5.7 inch) HD Display13MP Rear Camera , 8MP Front Camera3180 mAh BatteryMT6763T ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Nokia 3.4 (Dusk, 64 GB)",₹11999,4,32 Reviews,276 Ratings,"4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.23 cm (6.39 inch) HD+ Display13MP + 5MP + 2MP , 8MP Front Camera4000 mAh Li-ion BatteryQualcomm Snapdragon 460 Processor1 Year Manufacturer Warranty For Device and Battery and 6 Months Manufacturer Warranty for In-box Accessories From the Date of Purchase"
"Tecno Spark 5 Pro (Seabed Blue, 64 GB)",₹11490,4.3,15 Reviews,314 Ratings,"4 GB RAM , 64 GB ROM16.76 cm (6.6 inch) Display16MP Rear Camera5000 mAh Battery6 Months"
LYF Water 7S,₹12299,3.4,265 Reviews,"1,348 Ratings","3 GB RAM , 16 GB ROM , Expandable Upto 64 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2800 mAh Li-Polymer BatteryMediatek MT6753 Octa Core 1.3GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Itel S42 (Rose Gold, 16 GB)",₹12933,3.9,2 Reviews,7 Ratings,"3 GB RAM , 16 GB ROM14.35 cm (5.65 inch) Display13MP Rear Camera3000 mAh Battery1 Year Warranty"
"ViVO Y81i (Black, 16 GB)",₹9800,4.4,336 Reviews,"4,160 Ratings","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP Rear Camera , 5MP Front Camera3260 mAh Li-ion BatteryMediaTek Helio A22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno Camon i 2 (AQUA BLUE, 32 GB)",₹13494,4.3,7 Reviews,71 Ratings,"3 GB RAM , 32 GB ROM , Expandable Upto 128 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 16MP Front Camera3750 mAh Battery12+1 month warranty provided by the manufacturer"
"Nokia 5.3 (SAND, 64 GB)",₹11999,3.4,13 Reviews,136 Ratings,"4 GB RAM , 64 GB ROM16.64 cm (6.55 inch) HD+ Display13MP Rear Camera4000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Excluding Battery"
"SAMSUNG Galaxy A10s (Black, 32 GB)",₹10800,4.3,185 Reviews,"2,289 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 512 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4000 mAh Lithium-ion BatteryMediaTek MT6762 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"LAVA Z6 (AQUA BLUE, 64 GB)",₹10290,4.2,2 Reviews,31 Ratings,"6 GB RAM , 64 GB ROM16.51 cm (6.5 inch) Display13MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories"
"ViVO Y83 Pro (Nebula Purple, 64 GB)",₹14500,4.4,442 Reviews,"6,093 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 8MP Front Camera3260 mAh Li-ion BatteryMediatek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A5s (Red, 32 GB)",₹12990,4.3,"2,469 Reviews","33,112 Ratings","2 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A5s (Black, 32 GB)",₹12990,4.3,"2,469 Reviews","33,112 Ratings","2 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A5s (Red, 32 GB)",₹12990,4.4,355 Reviews,"4,535 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryMTK MT6765 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A5s (Black, 32 GB)",₹9490,4.4,355 Reviews,"4,535 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryMTK MT6765 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 4 (Gold, 32 GB)",₹11999,4.4,"1,11,312 Reviews","6,43,301 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 4 (Lake Blue, 64 GB)",₹10999,4.4,"2,13,567 Reviews","13,41,895 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"ViVO Y71 (Matte Black, 16 GB)",₹10900,4.3,413 Reviews,"3,897 Ratings","3 GB RAM , 16 GB ROM , Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display13MP Rear Camera , 5MP Front Camera3360 mAh Li-ion BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile"
"SAMSUNG Galaxy J5 Prime (Black, 32 GB)",₹13500,4.3,410 Reviews,"3,352 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2400 mAh Li-Ion BatteryExynos 7570 Quad Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno Camon i4 (Champagne Gold, 32 GB)",₹10999,3.8,8 Reviews,78 Ratings,"3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP , 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase."
"Tecno Camon i4 (Nebula Black, 32 GB)",₹10000,4.1,14 Reviews,168 Ratings,"2 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP , 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase."
"Tecno Camon i4 (Midnight Black, 32 GB)",₹12242,3.8,8 Reviews,78 Ratings,"3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 5MP + 8MP , 13MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase."
"Tecno Camon i4 (Nebula Black, 32 GB)",₹12425,3.8,8 Reviews,78 Ratings,"3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP , 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase."
"SAMSUNG Galaxy J7 Nxt (Gold, 32 GB)",₹12000,4.3,282 Reviews,"2,228 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 5MP Front Camera3000 mAh BatteryExynos Octa Core 1.6 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno Camon I Sky 2 (Bordeaux Red, 16 GB)",₹10000,4.1,41 Reviews,356 Ratings,"2 GB RAM , 16 GB ROM13.97 cm (5.5 inch) Display13MP Rear Camera3050 mAh Battery1 Year Warranty"
"Tecno Camon i (Champagne Gold, 32 GB)",₹10493,4.1,105 Reviews,"1,127 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB14.35 cm (5.65 inch) HD+ Display13MP Rear Camera , 13MP Front Camera3050 mAh BatteryMediaTek MT6737 Processor12 Month +1 Month extended Warranty"
"realme 1 (Moonlight Silver, 32 GB)",₹10999,No Stars,['0 Reviews'],['0 Ratings'],"3 GB RAM , 32 GB ROM15.24 cm (6 inch) Display13MP Rear Camera3410 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"realme 1 (Diamond Black, 128 GB)",₹10999,4.4,40 Reviews,367 Ratings,"6 GB RAM , 128 GB ROM15.24 cm (6 inch) Display13MP Rear Camera3410 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"ViVO Y55S (Matte Black, 16 GB)",₹13995,4.3,533 Reviews,"3,844 Ratings","3 GB RAM , 16 GB ROM , Expandable Upto 256 GB13.21 cm (5.2 inch) HD Display13MP Rear Camera , 5MP Front Camera2730 mAh Li-Ion BatteryQualcomm Snapdragon 425 64-bit Quad Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy A20 (Deep Blue, 32 GB)",₹12900,4.4,"1,336 Reviews","15,533 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 512 GB16.26 cm (6.4 inch) HD+ Display13MP + 5MP , 8MP Front Camera4000 mAh Lithium-ion BatteryExynos 7884B ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Panasonic Eluga Ray 500 (Marine Blue, 32 GB)",₹13000,3.5,808 Reviews,"4,345 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP + 8MP , 5MP Front Camera4000 mAh Li-ion Polymer BatteryMediatek MTK6737 1.25GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Tecno Camon i 2x (Black, 64 GB)",₹12994,4.6,9 Reviews,104 Ratings,"4 GB RAM , 64 GB ROM15.75 cm (6.2 inch) Display13MP + 5MP , 16MP Front Camera3750 mAh Battery12+1 month warranty provided by the manufacturer"
