Product_Name,price,Stars,Reviews,Ratings,Specifications
"SAMSUNG Galaxy J6 (Black, 64 GB)",₹14990,4.5,"2,536 Reviews","42,279 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB14.22 cm (5.6 inch) HD+ Display13MP Rear Camera , 8MP Front Camera3000 mAh BatteryExynos 7870 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO F15 (Unicorn White, 128 GB)",₹15990,4.4,"3,410 Reviews","40,214 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP , 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorVOOC Flash Charge 3.0 with 20W Fast ChargingIn-display Fingerprint 3.0 with 0.32 Second UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories"
"Micromax Dual 4 (Grey, 64 GB)",₹19999,3.7,206 Reviews,"1,887 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display13MP Rear Camera , 13MP Front Camera2730 mAh BatterySnapdragon 435 Processor1 Year Warranty"
"REDMI Note 8 Pro (Gamma Green, 64 GB)",₹16990,4.4,"7,036 Reviews","81,928 Ratings","6 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP , 20MP Front Camera4500 mAh Li-polymer BatteryMediaTek Helio G90T Processor1 Year Warranty on Phone, 6 Months Warranty on Accessories"
"SAMSUNG Galaxy A31 (Prism Crush White, 128 GB)",₹16880,4.3,925 Reviews,"10,402 Ratings","6 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 5MP + 5MP , 20MP Front Camera5000 mAh Lithium-ion BatteryMediaTek (MT6768) Octa Core ProcessorSuper AMOLED Display1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
"Panasonic Eluga Ray 700 (Champagne Gold, 32 GB)",₹16000,3.6,"7,154 Reviews","35,209 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 13MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek MTK6753 Octa Core 1.3GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Honor 7X (Gold, 64 GB)",₹15500,4.3,239 Reviews,"2,557 Ratings","4 GB RAM , 64 GB ROM15.06 cm (5.93 inch) Display16MP Rear Camera3340 mAh BatteryKirin 659 Processor1 Year Warranty"
"Nokia 6.1 (Gold, Blue, 64 GB)",₹18300,4,"1,505 Reviews","15,510 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display16MP Rear Camera3000 mAh BatteryQualcomm Snapdragon 630 ProcessorBrand Warranty of 1 Year Available for Mobile"
"SAMSUNG Galaxy J8 (Black, 64 GB)",₹19500,4.4,"1,958 Reviews","19,451 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display16MP + 5MP , 16MP Front Camera3500 mAh BatteryQualcomm Snapdragon SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J7 Prime (Gold, 32 GB)",₹16879,4.2,"3,328 Reviews","19,627 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 8MP Front Camera3300 mAh BatteryExynos 7870 Octa Core 1.6GHz ProcessorBrand Warranty of 1 Year"
"OPPO A3s (Purple, 64 GB)",₹15000,4.3,"1,363 Reviews","17,583 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Moto G6 (Indigo Black, 64 GB)",₹20000,4.2,311 Reviews,"3,416 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB14.48 cm (5.7 inch) Full HD+ Display12MP + 5MP , 16MP Front Camera3000 mAh Battery12 Months Brand Warranty"
"Tecno Camon 15 Pro (Ice Jadite, 128 GB)",₹15999,4.1,60 Reviews,436 Ratings,"6 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 5MP + QVGA Rear Camera , 32MP Front Camera4000 mAh Li-ion Polymer Battery BatteryHelio P35 MT6765 ProcessorBrand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement"
"Tecno Camon 15 Pro (Opal White, 128 GB)",₹16990,4.1,60 Reviews,436 Ratings,"6 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 5MP + QVGA Rear Camera , 32MP Front Camera4000 mAh Li-ion Polymer Battery BatteryHelio P35 MT6765 ProcessorBrand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement"
"Micromax Evok Note (Champagne, 32 GB)",₹17000,3.6,"1,007 Reviews","4,204 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera4000 mAh Li-Ion Polymer BatteryMediatek MT6753 Octa Core 1.3GHz ProcessorBrand Warranty of 1 Year"
"SAMSUNG Galaxy J8 (Gold, 64 GB)",₹19500,4.4,"1,958 Reviews","19,451 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display16MP + 5MP , 16MP Front Camera3500 mAh BatteryQualcomm Snapdragon SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy A6 (Blue, 64 GB)",₹16990,4.4,68 Reviews,678 Ratings,"4 GB RAM , 64 GB ROM14.22 cm (5.6 inch) Display16MP Rear Camera , 16MP Front Camera3000 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"ViVO V9 (Pearl Black (Golden Line), 64 GB)",₹18900,4.5,"9,633 Reviews","90,683 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 5MP , 24MP Front Camera3260 mAh Li-ion BatteryQualcomm Snapdragon 626 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A83 (2018 Edition) (Blue, 64 GB)",₹15000,4.3,"1,041 Reviews","9,878 Ratings","4 GB RAM , 64 GB ROM14.48 cm (5.7 inch) Display13MP Rear Camera , 8MP Front Camera3180 mAh BatteryMT6763T ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A3s (Red, 32 GB)",₹12000,4.3,"2,031 Reviews","26,662 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J5 Prime (Gold, 16 GB)",₹14500,4,346 Reviews,"1,216 Ratings","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2400 mAh Li-Ion BatteryExynos 7570 Quad Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J7 Duo (Gold, 32 GB)",₹17889,4.3,342 Reviews,"2,798 Ratings","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.97 cm (5.5 inch) HD Display13MP + 5MP , 8MP Front Camera3000 mAh BatteryExynos 7884 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J6 Plus (Red, 64 GB)",₹13600,4.3,405 Reviews,"4,950 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB15.24 cm (6 inch) HD+ Display13MP + 5MP , 8MP Front Camera3300 mAh BatteryQualcomm Snapdragon SD425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J6 (Gold, 32 GB)",₹12990,4.4,"1,600 Reviews","17,253 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.22 cm (5.6 inch) HD+ Display13MP Rear Camera , 8MP Front Camera3000 mAh BatteryExynos 7870 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy A30 (Blue, 64 GB)",₹18000,4.4,"1,441 Reviews","17,710 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.26 cm (6.4 inch) Full HD+ Display16MP + 5MP , 16MP Front Camera4000 mAh Lithium-ion BatteryExynos 7904 ProcessorSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A5 (Diamond Red, 32 GB)",₹13500,4.4,"1,105 Reviews","14,141 Ratings","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A5 (Diamond Red, 64 GB)",₹15990,4.4,"1,105 Reviews","14,141 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"POCO F1 (Graphite Black, 128 GB)",₹18990,4.5,"30,191 Reviews","2,44,111 Ratings","6 GB RAM , 128 GB ROM , Expandable Upto 256 GB15.7 cm (6.18 inch) Full HD+ Display12MP + 5MP , 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"ViVO Y15 (Burgundy Red, 64 GB)",₹15925,4.4,"2,293 Reviews","31,120 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2MP + 8MP , 16MP Front Camera5000 mAh BatteryMediaTek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A83 (2018 Edition) (Red, 64 GB)",₹13990,4.3,"1,041 Reviews","9,878 Ratings","4 GB RAM , 64 GB ROM14.48 cm (5.7 inch) Display13MP Rear Camera , 8MP Front Camera3180 mAh BatteryMT6763T ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J7 Duo (Black, 32 GB)",₹17962,4.3,342 Reviews,"2,798 Ratings","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.97 cm (5.5 inch) HD Display13MP + 5MP , 8MP Front Camera3000 mAh BatteryExynos 7884 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J6 (Gold, 64 GB)",₹14990,4.5,"2,536 Reviews","42,279 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB14.22 cm (5.6 inch) HD+ Display13MP Rear Camera , 8MP Front Camera3000 mAh BatteryExynos 7870 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J6 Plus (Black, 64 GB)",₹14000,4.3,405 Reviews,"4,950 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB15.24 cm (6 inch) HD+ Display13MP + 5MP , 8MP Front Camera3300 mAh BatteryQualcomm Snapdragon SD425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy J6 (Blue, 32 GB)",₹12990,4.4,"1,600 Reviews","17,253 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.22 cm (5.6 inch) HD+ Display13MP Rear Camera , 8MP Front Camera3000 mAh BatteryExynos 7870 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO F3 (Gold, 64 GB)",₹18000,4.3,"8,734 Reviews","57,334 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 16MP + 8MP Dual Front Camera3200 mAh BatteryMediatek MT6750T Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"ViVO V9 Youth (Gold, 32 GB)",₹17999,4.4,"2,927 Reviews","29,374 Ratings","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP , 16MP Front Camera3260 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A57 (Gold, 32 GB)",₹18000,4.2,"1,550 Reviews","7,662 Ratings","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.21 cm (5.2 inch) HD Display13MP Rear Camera , 16MP Front Camera2900 mAh BatteryQualcomm Snapdragon 435 Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"ViVO V7 (Energetic Blue, 32 GB)",₹15990,4.4,"1,700 Reviews","11,734 Ratings","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.48 cm (5.7 inch) HD Display16MP Rear Camera , 24MP Front Camera3000 mAh Li-ion BatteryQualcomm Snapdragon 450 Octa Core 1.8 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"Redmi Note 7 Pro (Moonlight White, 64 GB)",₹15500,4.5,"72,866 Reviews","8,46,518 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"POCO M3 (Cool Blue, 64 GB)",₹10999,4.3,"15,390 Reviews","2,11,192 Ratings","6 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorOne Year Warranty for Handset, 6 Months for Accessories"
"REDMI Note 9 (Shadow Black, 64 GB)",₹10999,4.3,"4,490 Reviews","60,967 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP , 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase"
"POCO M3 (Power Black, 64 GB)",₹10999,4.3,"15,390 Reviews","2,11,192 Ratings","6 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorOne Year Warranty for Handset, 6 Months for Accessories"
"POCO M3 (Power Black, 128 GB)",₹11999,4.3,"15,390 Reviews","2,11,192 Ratings","6 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorOne Year Warranty for Handset, 6 Months for Accessories"
"REDMI 9 Power (Mighty Black, 128 GB)",₹12999,4.3,"1,007 Reviews","14,327 Ratings","6 GB RAM , 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera , 8MP Front Camera6000 mAh BatteryQualcomm® Snapdragon™ 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"REDMI 9 Prime (Mint Green, 64 GB)",₹9999,4.4,"8,369 Reviews","1,24,127 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP Rear Camera , 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty"
"REDMI Note 9 (Aqua Green, 64 GB)",₹10999,4.3,"4,490 Reviews","60,967 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP , 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase"
"POCO M3 (Cool Blue, 128 GB)",₹11999,4.3,"15,390 Reviews","2,11,192 Ratings","6 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorOne Year Warranty for Handset, 6 Months for Accessories"
"MOTOROLA G30 (Dark Pearl, 64 GB)",₹10999,4.1,"2,001 Reviews","19,685 Ratings","4 GB RAM , 64 GB ROM16.54 cm (6.51 inch) HD+ Display64MP + 8MP + 2MP + 2MP , 13MP Front Camera5000 mAh BatterySnapdragon 662 ProcessorStock Android Experience , 90Hz Refresh Rate1 Year on Handset and 6 Months on Accessories"
"REDMI 9 Power (Mighty Black, 64 GB)",₹10999,4.3,"5,806 Reviews","82,735 Ratings","4 GB RAM , 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera , 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"REDMI 9i (Sea Blue, 128 GB)",₹9870,4.3,"19,308 Reviews","3,39,426 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera , 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"POCO M3 (Yellow, 64 GB)",₹10999,4.3,"15,390 Reviews","2,11,192 Ratings","6 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorOne Year Warranty for Handset, 6 Months for Accessories"
"REDMI 9 Power (Fiery Red, 64 GB)",₹10999,4.3,"5,806 Reviews","82,735 Ratings","4 GB RAM , 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera , 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"REDMI Note 9 (Arctic White, 64 GB)",₹10999,4.3,"4,490 Reviews","60,967 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP , 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase"
"MOTOROLA G10 Power (Aurora Grey, 64 GB)",₹9999,No Stars,['0 Reviews'],['0 Ratings'],"4 GB RAM , 64 GB ROM16.54 cm (6.51 inch) HD+ Display48MP + 8MP + 2MP + 2MP , 8MP Front Camera6000 mAh BatterySnapdragon 460 ProcessorStock Android Experience , Think Shield Security1 Year on Handset and 6 Months on Accessories"
"REDMI Note 9 (Pebble Grey, 64 GB)",₹10999,4.3,"4,490 Reviews","60,967 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP , 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase"
"realme Narzo 20 (Glory Silver, 128 GB)",₹11499,4.3,"35,759 Reviews","4,61,737 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display48MP + 8MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion BatteryMediaTek Helio G85 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"REDMI 9 Power (Electric Green, 64 GB)",₹10999,4.3,"5,806 Reviews","82,735 Ratings","4 GB RAM , 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera , 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"realme 8 5G (Supersonic Blue, 128 GB)",₹14999,4.3,"1,452 Reviews","20,128 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP , 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 (MT6833) Processor1 Year Warranty for Mobile and 6 Months for Accessories"
"REDMI 9 Power (Blazing Blue, 64 GB)",₹10999,4.3,"5,806 Reviews","82,735 Ratings","4 GB RAM , 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera , 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"POCO M3 (Yellow, 128 GB)",₹11999,4.3,"15,390 Reviews","2,11,192 Ratings","6 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorOne Year Warranty for Handset, 6 Months for Accessories"
"SAMSUNG Galaxy F12 (Sea Green, 64 GB)",₹10999,4.2,"4,725 Reviews","58,069 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display48MP + 5MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion BatteryExynos 850 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase"
"realme 8 5G (Supersonic Black, 128 GB)",₹14999,4.3,"1,452 Reviews","20,128 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP , 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 (MT6833) Processor1 Year Warranty for Mobile and 6 Months for Accessories"
"realme C15 Qualcomm Edition (Power Blue, 64 GB)",₹10999,4.4,"3,123 Reviews","58,073 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display13MP + 8MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"realme C25 (Watery Grey, 128 GB)",₹10999,4.4,"1,337 Reviews","28,483 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP , 8MP Front Camera6000 mAh BatteryMediaTek Helio G70 Processor1 Year Warranty for Mobile and 6 Months for Accessories"
"REDMI 9 Power (Blazing Blue, 128 GB)",₹12999,4.3,"1,007 Reviews","14,327 Ratings","6 GB RAM , 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera , 8MP Front Camera6000 mAh BatteryQualcomm® Snapdragon™ 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)",₹11999,4.2,"4,725 Reviews","58,069 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display48MP + 5MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion BatteryExynos 850 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase"
"REDMI 9 Power (Electric Green, 128 GB)",₹12999,4.3,"1,007 Reviews","14,327 Ratings","6 GB RAM , 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera , 8MP Front Camera6000 mAh BatteryQualcomm® Snapdragon™ 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
"realme C25 (Watery Blue, 128 GB)",₹10999,4.4,"1,337 Reviews","28,483 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP , 8MP Front Camera6000 mAh BatteryMediaTek Helio G70 Processor1 Year Warranty for Mobile and 6 Months for Accessories"
"REDMI 9i (Nature Green, 128 GB)",₹9299,4.3,"19,308 Reviews","3,39,426 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera , 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"OPPO A12 (Deep Blue, 64 GB)",₹9990,4.4,"1,197 Reviews","26,298 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 5MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories"
"realme C15 Qualcomm Edition (Power Silver, 64 GB)",₹10999,4.4,"3,123 Reviews","58,073 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.56 cm (6.52 inch) HD+ Display13MP + 8MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)",₹10999,4.2,"4,725 Reviews","58,069 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display48MP + 5MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion BatteryExynos 850 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase"
"REDMI 9 Prime (Matte Black, 64 GB)",₹9999,4.4,"8,369 Reviews","1,24,127 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP Rear Camera , 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty"
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)",₹10999,4.2,"4,725 Reviews","58,069 Ratings","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB16.55 cm (6.515 inch) HD+ Display48MP + 5MP + 2MP + 2MP , 8MP Front Camera6000 mAh Lithium-ion BatteryExynos 850 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase"
"SAMSUNG Galaxy A12 (Black, 128 GB)",₹13999,4.2,173 Reviews,"1,949 Ratings","4 GB RAM , 128 GB ROM , Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 5MP + 2MP + 2MP , 8MP Front Camera5000 mAh BatteryMediatek Helio P35 (MT6765) Processor1 Year Warranty Provided by the Manufacturer From Date of Purchase"
